batsman,got_out,Runs,Balls,Fours,Sixes,St.rate,Inning,Team,Opponent,Win/Lost,match_id,time,day,year,Month,Venue
Dwayne Bravo,c Ashish Reddy b I Sharma,7,16,0,0,43.75,Inn2,Chennai Super Kings,Sunrisers Hyderabad,won,11898,20:00:00,25,2013,4,"MA Chidambaram Stadium, Chennai"
Ravindra Jadeja,c A Mishra b D Steyn,1,4,0,0,25.0,Inn2,Chennai Super Kings,Sunrisers Hyderabad,won,11898,20:00:00,25,2013,4,"MA Chidambaram Stadium, Chennai"
Chris Morris,not out,0,1,0,0,0.0,Inn2,Chennai Super Kings,Sunrisers Hyderabad,won,11898,20:00:00,25,2013,4,"MA Chidambaram Stadium, Chennai"
Adam Gilchrist,c E Morgan b R Bhatia,27,27,4,0,100.0,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
Mandeep Singh,c E Morgan b J Kallis,25,20,5,0,125.0,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
Manan Vohra,c D Das b L Balaji,31,21,3,1,147.62,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
David Hussey,c S Senanayake b J Kallis,21,20,1,0,105.0,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
David Miller,b S Ladda,10,8,0,1,125.0,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
Gurkeerat Singh Mann,not out,28,15,2,2,186.67,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
Azhar Mahmood,run out (J Kallis/M Bisla),2,7,0,0,28.57,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
Piyush Chawla,not out,0,2,0,0,0.0,Inn1,Kings XI Punjab,Kolkata Knight Riders,lost,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
Manvinder Bisla,not out,51,44,3,3,115.91,Inn2,Kolkata Knight Riders,Kings XI Punjab,won,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
Gautam Gambhir,b A Mahmood,8,6,2,0,133.33,Inn2,Kolkata Knight Riders,Kings XI Punjab,won,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
Yusuf Pathan,c A Gilchrist b A Mahmood,0,1,0,0,0.0,Inn2,Kolkata Knight Riders,Kings XI Punjab,won,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
Jacques Kallis,c A Gilchrist b H Singh,37,33,6,0,112.12,Inn2,Kolkata Knight Riders,Kings XI Punjab,won,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
Eoin Morgan,c Gurkeerat Singh b A Mahmood,42,26,3,4,161.54,Inn2,Kolkata Knight Riders,Kings XI Punjab,won,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
Sachithra Senanayake,not out,0,1,0,0,0.0,Inn2,Kolkata Knight Riders,Kings XI Punjab,won,11899,20:00:00,26,2013,4,"Eden Gardens, Kolkata"
Akshath Reddy,c S Watson b A Chandila,2,5,0,0,40.0,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Shikhar Dhawan,c A Rahane b J Faulkner,0,2,0,0,0.0,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Kumar Sangakkara,c S Watson b J Faulkner,4,4,1,0,100.0,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Hanuma Vihari,c D Yagnik b K Cooper,4,9,0,0,44.44,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Karn Sharma,c B Hodge b J Faulkner,6,8,1,0,75.0,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Thisara Perera,c K Cooper b A Chandila,4,4,1,0,100.0,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Daren Sammy,lbw b J Faulkner,60,41,8,1,146.34,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Amit Mishra,c K Cooper b J Faulkner,21,28,2,0,75.0,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Ashish Reddy,c A Rahane b S Binny,14,11,1,0,127.27,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Dale Steyn,not out,18,8,2,1,225.0,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
,not out,0,0,0,0,0.0,Inn1,Sunrisers Hyderabad,Rajasthan Royals,lost,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Rahul Dravid,c H Vihari b T Perera,36,35,4,1,102.86,Inn2,Rajasthan Royals,Sunrisers Hyderabad,won,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Ajinkya Rahane,c K Sangakkara b D Steyn,1,9,0,0,11.11,Inn2,Rajasthan Royals,Sunrisers Hyderabad,won,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Shane Watson,not out,98,53,13,4,184.91,Inn2,Rajasthan Royals,Sunrisers Hyderabad,won,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Stuart Binny,not out,9,10,1,0,90.0,Inn2,Rajasthan Royals,Sunrisers Hyderabad,won,11900,16:00:00,27,2013,4,"Sawai Mansingh Stadium, Jaipur"
Wriddhiman Saha,c E Morgan b R Bhatia,39,23,4,2,169.57,Inn1,Chennai Super Kings,Kolkata Knight Riders,won,11902,16:00:00,28,2013,4,"MA Chidambaram Stadium, Chennai"
Michael Hussey,c D Das b S Narine,95,59,11,2,161.02,Inn1,Chennai Super Kings,Kolkata Knight Riders,won,11902,16:00:00,28,2013,4,"MA Chidambaram Stadium, Chennai"
Suresh Raina,run out (D Das/L Balaji),44,25,4,1,176.0,Inn1,Chennai Super Kings,Kolkata Knight Riders,won,11902,16:00:00,28,2013,4,"MA Chidambaram Stadium, Chennai"
MS Dhoni,not out,18,12,1,1,150.0,Inn1,Chennai Super Kings,Kolkata Knight Riders,won,11902,16:00:00,28,2013,4,"MA Chidambaram Stadium, Chennai"
Ravindra Jadeja,not out,1,1,0,0,100.0,Inn1,Chennai Super Kings,Kolkata Knight Riders,won,11902,16:00:00,28,2013,4,"MA Chidambaram Stadium, Chennai"
Manvinder Bisla,run out (M Hussey),92,61,14,2,150.82,Inn2,Kolkata Knight Riders,Chennai Super Kings,lost,11902,16:00:00,28,2013,4,"MA Chidambaram Stadium, Chennai"
Gautam Gambhir,b C Morris,14,8,3,0,175.0,Inn2,Kolkata Knight Riders,Chennai Super Kings,lost,11902,16:00:00,28,2013,4,"MA Chidambaram Stadium, Chennai"
Brendon McCullum,b Mohit Sharma,6,7,1,0,85.71,Inn2,Kolkata Knight Riders,Chennai Super Kings,lost,11902,16:00:00,28,2013,4,"MA Chidambaram Stadium, Chennai"
Jacques Kallis,c D Nannes b DJ Bravo,19,20,0,1,95.0,Inn2,Kolkata Knight Riders,Chennai Super Kings,lost,11902,16:00:00,28,2013,4,"MA Chidambaram Stadium, Chennai"
Eoin Morgan,not out,32,22,2,2,145.45,Inn2,Kolkata Knight Riders,Chennai Super Kings,lost,11902,16:00:00,28,2013,4,"MA Chidambaram Stadium, Chennai"
Yusuf Pathan,not out,3,3,0,0,100.0,Inn2,Kolkata Knight Riders,Chennai Super Kings,lost,11902,16:00:00,28,2013,4,"MA Chidambaram Stadium, Chennai"
Abhinav Mukund,b S Trivedi,19,21,1,0,90.48,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Chris Gayle,c Samson b S Watson,34,16,6,1,212.5,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Virat Kohli,c J Faulkner b S Watson,32,35,3,0,91.43,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
AB de Villiers,c J Faulkner b S Sreesanth,21,13,3,0,161.54,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Moises Henriques,run out (J Faulkner/Samson),22,19,2,1,115.79,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Saurabh Tiwary,not out,8,8,0,0,100.0,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Ravi Rampaul,c Samson b S Watson,3,4,0,0,75.0,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Vinay Kumar,not out,22,6,0,3,366.67,Inn1,Royal Challengers Bangalore,Rajasthan Royals,lost,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Rahul Dravid,b M Henriques,22,17,4,0,129.41,Inn2,Rajasthan Royals,Royal Challengers Bangalore,won,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Ajinkya Rahane,c RP Singh b R Rampaul,2,7,0,0,28.57,Inn2,Rajasthan Royals,Royal Challengers Bangalore,won,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Sanju Samson,c M Kartik b R Rampaul,63,41,7,2,153.66,Inn2,Rajasthan Royals,Royal Challengers Bangalore,won,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Shane Watson,c de Villiers b RP Singh,41,31,3,1,132.26,Inn2,Rajasthan Royals,Royal Challengers Bangalore,won,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Brad Hodge,b V Kumar,32,18,1,2,177.78,Inn2,Rajasthan Royals,Royal Challengers Bangalore,won,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Stuart Binny,not out,6,3,1,0,200.0,Inn2,Rajasthan Royals,Royal Challengers Bangalore,won,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Owais Shah,run out (V Kohli/de Villiers),1,1,0,0,100.0,Inn2,Rajasthan Royals,Royal Challengers Bangalore,won,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
James Faulkner,not out,1,1,0,0,100.0,Inn2,Rajasthan Royals,Royal Challengers Bangalore,won,11904,16:00:00,29,2013,4,"Sawai Mansingh Stadium, Jaipur"
Michael Hussey,b Kane Richardson,5,8,1,0,62.5,Inn1,Chennai Super Kings,Pune Warriors,won,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
Wriddhiman Saha,lbw b R Sharma,13,15,1,1,86.67,Inn1,Chennai Super Kings,Pune Warriors,won,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
Suresh Raina,not out,63,50,5,1,126.0,Inn1,Chennai Super Kings,Pune Warriors,won,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
S Badrinath,c S Smith b Luke Wright,34,31,2,0,109.68,Inn1,Chennai Super Kings,Pune Warriors,won,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
MS Dhoni,not out,45,16,4,3,281.25,Inn1,Chennai Super Kings,Pune Warriors,won,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
Robin Uthappa,run out (S Raina),10,11,0,1,90.91,Inn2,Pune Warriors,Chennai Super Kings,lost,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
Aaron Finch,c M Dhoni b Mohit Sharma,15,9,2,1,166.67,Inn2,Pune Warriors,Chennai Super Kings,lost,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
Tirumalsetti Suman,lbw b Mohit Sharma,0,1,0,0,0.0,Inn2,Pune Warriors,Chennai Super Kings,lost,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
Yuvraj Singh,c M Dhoni b Mohit Sharma,5,4,1,0,125.0,Inn2,Pune Warriors,Chennai Super Kings,lost,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
Steven Smith,c & b R Jadeja,35,39,3,0,89.74,Inn2,Pune Warriors,Chennai Super Kings,lost,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
Luke Wright,run out (A Morkel),2,6,0,0,33.33,Inn2,Pune Warriors,Chennai Super Kings,lost,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
Abhishek Nayar,run out (A Morkel/R Ashwin),2,4,0,0,50.0,Inn2,Pune Warriors,Chennai Super Kings,lost,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
Kane Richardson,c S Raina b C Morris,26,20,2,1,130.0,Inn2,Pune Warriors,Chennai Super Kings,lost,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
Bhuvneshwar Kumar,not out,24,24,1,1,100.0,Inn2,Pune Warriors,Chennai Super Kings,lost,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
Rahul Sharma,c S Raina b DJ Bravo,0,1,0,0,0.0,Inn2,Pune Warriors,Chennai Super Kings,lost,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
,not out,2,2,0,0,100.0,Inn2,Pune Warriors,Chennai Super Kings,lost,11906,20:00:00,30,2013,4,"Maharashtra Cricket Association Stadium, Pune"
Dwayne Smith,lbw b A Mishra,38,40,3,2,95.0,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,11907,16:00:00,1,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Sachin Tendulkar,b I Sharma,14,12,2,0,116.67,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,11907,16:00:00,1,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Dinesh Karthik,c Karan Sharma b I Sharma,0,2,0,0,0.0,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,11907,16:00:00,1,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Rohit Sharma,c I Sharma b A Mishra,22,22,2,0,100.0,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,11907,16:00:00,1,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Kieron Pollard,not out,14,19,1,0,73.68,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,11907,16:00:00,1,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Ambati Rayudu,not out,34,27,4,0,125.93,Inn1,Mumbai Indians,Sunrisers Hyderabad,lost,11907,16:00:00,1,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Akshath Reddy,c Dwayne Smith b M Johnson,7,9,1,0,77.78,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,11907,16:00:00,1,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Shikhar Dhawan,not out,73,55,9,1,132.73,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,11907,16:00:00,1,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Kumar Sangakkara,c & b H Singh,21,21,3,0,100.0,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,11907,16:00:00,1,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Hanuma Vihari,c A Rayudu b D Kulkarni,25,23,2,0,108.7,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,11907,16:00:00,1,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Daren Sammy,not out,1,1,0,0,100.0,Inn2,Sunrisers Hyderabad,Mumbai Indians,won,11907,16:00:00,1,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Wriddhiman Saha,c S Marsh b Awana,18,18,1,1,100.0,Inn1,Chennai Super Kings,Kings XI Punjab,won,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
Michael Hussey,st Gurkeerat Singh b P Chawla,35,29,3,0,120.69,Inn1,Chennai Super Kings,Kings XI Punjab,won,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
Suresh Raina,not out,100,53,7,6,188.68,Inn1,Chennai Super Kings,Kings XI Punjab,won,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
MS Dhoni,run out (R Sathish/Gurkeerat Singh),2,2,0,0,100.0,Inn1,Chennai Super Kings,Kings XI Punjab,won,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
Albie Morkel,c D Miller b Awana,23,16,2,1,143.75,Inn1,Chennai Super Kings,Kings XI Punjab,won,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
Ravindra Jadeja,not out,5,2,1,0,250.0,Inn1,Chennai Super Kings,Kings XI Punjab,won,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
Luke Pomersbach,b Mohit Sharma,7,9,1,0,77.78,Inn2,Kings XI Punjab,Chennai Super Kings,lost,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
Mandeep Singh,c S Raina b Mohit Sharma,15,15,2,0,100.0,Inn2,Kings XI Punjab,Chennai Super Kings,lost,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
Shaun Marsh,b DJ Bravo,73,51,8,2,143.14,Inn2,Kings XI Punjab,Chennai Super Kings,lost,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
David Hussey,c DJ Bravo b R Ashwin,22,16,2,1,137.5,Inn2,Kings XI Punjab,Chennai Super Kings,lost,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
David Miller,not out,51,26,5,2,196.15,Inn2,Kings XI Punjab,Chennai Super Kings,lost,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
Gurkeerat Singh Mann,c M Hussey b DJ Bravo,0,1,0,0,0.0,Inn2,Kings XI Punjab,Chennai Super Kings,lost,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
Rajagopal Sathish,lbw b DJ Bravo,0,1,0,0,0.0,Inn2,Kings XI Punjab,Chennai Super Kings,lost,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
Manpreet Gony,not out,0,1,0,0,0.0,Inn2,Kings XI Punjab,Chennai Super Kings,lost,11909,16:00:00,2,2013,5,"MA Chidambaram Stadium, Chennai"
Shane Watson,lbw b S Narine,35,35,4,0,100.0,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,11911,20:00:00,3,2013,5,"Eden Gardens, Kolkata"
Ajinkya Rahane,st M Bisla b S Senanayake,6,10,1,0,60.0,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,11911,20:00:00,3,2013,5,"Eden Gardens, Kolkata"
James Faulkner,c G Gambhir b I Abdulla,1,4,0,0,25.0,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,11911,20:00:00,3,2013,5,"Eden Gardens, Kolkata"
Sanju Samson,c J Kallis b R Bhatia,40,36,1,2,111.11,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,11911,20:00:00,3,2013,5,"Eden Gardens, Kolkata"
Dishant Yagnik,b S Senanayake,10,6,2,0,166.67,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,11911,20:00:00,3,2013,5,"Eden Gardens, Kolkata"
Owais Shah,b J Kallis,24,22,2,0,109.09,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,11911,20:00:00,3,2013,5,"Eden Gardens, Kolkata"
Stuart Binny,not out,3,5,0,0,60.0,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,11911,20:00:00,3,2013,5,"Eden Gardens, Kolkata"
Rahul Dravid,not out,6,3,1,0,200.0,Inn1,Rajasthan Royals,Kolkata Knight Riders,lost,11911,20:00:00,3,2013,5,"Eden Gardens, Kolkata"
Gautam Gambhir,st D Yagnik b S Watson,12,14,1,0,85.71,Inn2,Kolkata Knight Riders,Rajasthan Royals,won,11911,20:00:00,3,2013,5,"Eden Gardens, Kolkata"
Manvinder Bisla,c A Rahane b A Chavan,29,25,4,1,116.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,won,11911,20:00:00,3,2013,5,"Eden Gardens, Kolkata"
Jacques Kallis,not out,33,30,2,1,110.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,won,11911,20:00:00,3,2013,5,"Eden Gardens, Kolkata"
Yusuf Pathan,not out,49,35,3,3,140.0,Inn2,Kolkata Knight Riders,Rajasthan Royals,won,11911,20:00:00,3,2013,5,"Eden Gardens, Kolkata"
Mahela Jayawardene,lbw b I Sharma,11,12,1,1,91.67,Inn1,Delhi Daredevils,Sunrisers Hyderabad,lost,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Virender Sehwag,b D Sammy,8,17,0,0,47.06,Inn1,Delhi Daredevils,Sunrisers Hyderabad,lost,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Unmukt Chand,b D Steyn,17,24,3,0,70.83,Inn1,Delhi Daredevils,Sunrisers Hyderabad,lost,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
David Warner,st P Patel b A Mishra,8,15,0,0,53.33,Inn1,Delhi Daredevils,Sunrisers Hyderabad,lost,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Jeevan Mendis,c I Sharma b D Sammy,11,9,0,0,122.22,Inn1,Delhi Daredevils,Sunrisers Hyderabad,lost,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Kedar Jadhav,c & b Karan Sharma,3,4,0,0,75.0,Inn1,Delhi Daredevils,Sunrisers Hyderabad,lost,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Irfan Pathan,b D Steyn,13,19,0,0,68.42,Inn1,Delhi Daredevils,Sunrisers Hyderabad,lost,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Johan Botha,c P Patel b T Perera,1,7,0,0,14.29,Inn1,Delhi Daredevils,Sunrisers Hyderabad,lost,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Shahbaz Nadeem,run out (H Vihari/D Sammy),0,3,0,0,0.0,Inn1,Delhi Daredevils,Sunrisers Hyderabad,lost,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Ashish Nehra,b T Perera,0,1,0,0,0.0,Inn1,Delhi Daredevils,Sunrisers Hyderabad,lost,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
,not out,2,5,0,0,40.0,Inn1,Delhi Daredevils,Sunrisers Hyderabad,lost,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Parthiv Patel,st K Jadhav b J Mendis,14,18,1,0,77.78,Inn2,Sunrisers Hyderabad,Delhi Daredevils,won,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Shikhar Dhawan,lbw b J Botha,22,16,4,0,137.5,Inn2,Sunrisers Hyderabad,Delhi Daredevils,won,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Ashish Reddy,c K Jadhav b A Nehra,5,6,1,0,83.33,Inn2,Sunrisers Hyderabad,Delhi Daredevils,won,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Daren Sammy,not out,18,20,0,1,90.0,Inn2,Sunrisers Hyderabad,Delhi Daredevils,won,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Kumar Sangakkara,c U Yadav b J Botha,8,14,0,0,57.14,Inn2,Sunrisers Hyderabad,Delhi Daredevils,won,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Hanuma Vihari,not out,11,9,2,0,122.22,Inn2,Sunrisers Hyderabad,Delhi Daredevils,won,11912,20:00:00,4,2013,5,"Rajiv Gandhi International Stadium, Hyderabad"
Dwayne Smith,c & b DJ Bravo,22,24,2,1,91.67,Inn1,Mumbai Indians,Chennai Super Kings,won,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
Sachin Tendulkar,lbw b R Jadeja,15,18,1,1,83.33,Inn1,Mumbai Indians,Chennai Super Kings,won,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
Dinesh Karthik,c S Raina b R Jadeja,23,23,2,1,100.0,Inn1,Mumbai Indians,Chennai Super Kings,won,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
Kieron Pollard,c S Raina b R Jadeja,1,3,0,0,33.33,Inn1,Mumbai Indians,Chennai Super Kings,won,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
Rohit Sharma,not out,39,30,3,1,130.0,Inn1,Mumbai Indians,Chennai Super Kings,won,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
Ambati Rayudu,b R Ashwin,10,11,1,0,90.91,Inn1,Mumbai Indians,Chennai Super Kings,won,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
Harbhajan Singh,not out,25,11,2,2,227.27,Inn1,Mumbai Indians,Chennai Super Kings,won,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
Michael Hussey,c Dwayne Smith b P Ojha,22,26,1,1,84.62,Inn2,Chennai Super Kings,Mumbai Indians,lost,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
Murali Vijay,b M Johnson,2,4,0,0,50.0,Inn2,Chennai Super Kings,Mumbai Indians,lost,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
Suresh Raina,c K Pollard b M Johnson,0,1,0,0,0.0,Inn2,Chennai Super Kings,Mumbai Indians,lost,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
S Badrinath,lbw b M Johnson,0,3,0,0,0.0,Inn2,Chennai Super Kings,Mumbai Indians,lost,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
Dwayne Bravo,c A Rayudu b P Suyal,9,7,2,0,128.57,Inn2,Chennai Super Kings,Mumbai Indians,lost,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
Ravichandran Ashwin,b H Singh,2,8,0,0,25.0,Inn2,Chennai Super Kings,Mumbai Indians,lost,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
MS Dhoni,c K Pollard b P Ojha,10,12,1,0,83.33,Inn2,Chennai Super Kings,Mumbai Indians,lost,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
Ravindra Jadeja,c A Rayudu b P Ojha,20,16,2,0,125.0,Inn2,Chennai Super Kings,Mumbai Indians,lost,11914,16:00:00,5,2013,5,"Wankhede Stadium, Mumbai"
